Instance,nfs_ops,cifs_ops,http_ops,fcp_ops,iscsi_ops,read_ops,write_ops,net_data_rec,net_data_sen,disk_data_re,disk_data_wr,cpu_busy,avg_processo,total_proces,num_processo,time,uptime
system,7,0,0,0,0,0,1,3,2,0,0,0,0,1,2,1372804774,92622968
system,5,0,0,0,0,0,0,2,2,16,0,0,0,1,2,1372804775,92622969
system,13,0,0,0,0,0,12,100,5,8,24,0,0,1,2,1372804776,92622970
system,11,0,0,0,0,0,11,5,4,428,2000,1,1,2,2,1372804777,92622971
system,10,0,0,0,0,2,0,4,4,24,8,0,0,1,2,1372804778,92622972
system,7,0,0,0,0,1,2,4,5,8,24,0,0,1,2,1372804779,92622973
system,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1372804780,92622974
system,96,0,0,0,0,1,9,47,29,7,7,0,0,1,2,1372804783,92622977
system,3,0,0,0,0,0,1,3,2,16,0,0,0,1,2,1372804784,92622978
system,4,0,0,0,0,1,1,2,4,8,24,0,0,1,2,1372804785,92622979
system,14,0,0,0,0,0,8,18,3,0,0,0,0,1,2,1372804786,92622980
system,14,0,0,0,0,1,12,5,6,804,2056,1,1,2,2,1372804787,92622981
system,7,0,0,0,0,0,2,23,3,20,32,0,0,1,2,1372804788,92622982
system,18,0,0,0,0,4,2,5,9,0,0,0,0,1,2,1372804789,92622983
system,0,0,0,0,0,0,0,1,1,16,0,0,0,1,2,1372804790,92622984
system,31,0,0,0,0,0,27,112,10,8,24,0,0,1,2,1372804791,92622985
system,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1372804792,92622986
system,46,0,0,0,0,0,2,9,11,23,7,0,0,1,2,1372804793,92622987
system,2,0,0,0,0,0,1,2,2,8,24,0,0,1,2,1372804794,92622988
system,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1372804795,92622989
system,37,0,0,0,0,0,35,146,12,16,0,0,0,1,2,1372804796,92622990
system,14,0,0,0,0,0,11,5,4,1248,2472,1,1,2,2,1372804797,92622991
system,11,0,0,0,0,1,0,3,3,12,8,0,0,1,2,1372804798,92622992
system,2,0,0,0,0,0,1,0,1,16,0,0,0,1,2,1372804799,92622993
system,1,0,0,0,0,0,0,2,1,8,24,0,0,1,2,1372804800,92622994
system,53,0,0,0,0,0,14,101,16,0,0,0,0,1,2,1372804801,92622995
system,5,0,0,0,0,0,1,2,2,16,0,0,0,1,2,1372804802,92622996
system,57,0,0,0,0,2,8,31,20,16,32,0,0,1,2,1372804803,92622997
system,48,0,0,0,0,0,4,12,12,0,0,0,0,1,2,1372804804,92622998
system,3,0,0,0,0,1,1,2,4,16,0,0,0,1,2,1372804805,92622999
system,9,0,0,0,0,0,8,16,3,8,24,0,0,1,2,1372804806,92623000
system,11,0,0,0,0,0,11,6,3,0,0,0,0,1,2,1372804807,92623001
system,7,0,0,0,0,1,0,3,4,732,2048,1,1,2,2,1372804808,92623002
system,10,0,0,0,0,0,7,96,4,8,24,0,0,1,2,1372804809,92623003
system,6,0,0,0,0,0,0,3,2,0,0,0,0,1,2,1372804810,92623004
system,11,0,0,0,0,0,6,12,3,16,0,0,0,1,2,1372804811,92623005
system,6,0,0,0,0,1,4,16,4,8,24,0,0,1,2,1372804812,92623006
system,0,0,0,0,0,0,0,2,1,8,8,0,0,1,2,1372804813,92623007
system,47,0,0,0,0,0,4,11,13,16,0,0,0,1,2,1372804814,92623008
system,7,0,0,0,0,1,1,3,5,8,24,0,0,1,2,1372804815,92623009
system,10,0,0,0,0,1,9,21,5,0,0,0,0,1,2,1372804816,92623010
system,12,0,0,0,0,0,11,4,3,16,0,0,0,1,2,1372804817,92623011
system,3,0,0,0,0,1,1,2,3,380,1960,1,1,2,2,1372804818,92623012
system,2,0,0,0,0,0,1,1,2,0,0,0,0,1,2,1372804819,92623013
system,3,0,0,0,0,0,0,1,3,15,0,0,0,1,2,1372804820,92623014
system,29,0,0,0,0,3,11,37,9,8,24,0,0,1,2,1372804821,92623015
system,59,0,0,0,0,1,5,14,17,0,0,0,0,1,2,1372804822,92623016
system,48,0,0,0,0,0,8,35,14,24,8,0,0,1,2,1372804823,92623017
system,55,0,0,0,0,0,4,13,14,8,24,0,0,1,2,1372804824,92623018
system,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1372804825,92623019
system,6,0,0,0,0,0,6,6,2,16,0,0,0,1,2,1372804826,92623020
system,15,0,0,0,0,0,11,5,5,8,24,0,0,1,2,1372804827,92623021
system,3,0,0,0,0,0,0,1,1,416,1824,1,1,2,2,1372804828,92623022
system,2,0,0,0,0,0,1,1,1,16,0,0,0,1,2,1372804829,92623023
system,1,0,0,0,0,0,0,2,1,8,24,0,0,1,2,1372804830,92623024
system,32,0,0,0,0,0,29,183,12,0,0,0,0,1,2,1372804831,92623025
system,3,0,0,0,0,0,1,2,2,16,0,0,0,1,2,1372804832,92623026
system,3,0,0,0,0,0,0,2,1,16,32,0,0,1,2,1372804833,92623027
system,53,0,0,0,0,0,4,13,14,0,0,0,0,1,2,1372804834,92623028
system,5,0,0,0,0,2,2,3,5,16,0,0,0,1,2,1372804835,92623029
system,15,0,0,0,0,0,14,110,7,8,24,0,0,1,2,1372804836,92623030
system,53,0,0,0,0,0,14,15,14,0,0,0,0,1,2,1372804837,92623031
system,2,0,0,0,0,1,1,2,3,1236,2252,1,1,2,2,1372804838,92623032
system,7,0,0,0,0,1,2,3,5,12,24,0,0,1,2,1372804839,92623033
system,46,0,0,0,0,0,3,13,12,0,0,0,0,1,2,1372804840,92623034
system,43,0,0,0,0,0,2,11,11,7,7,0,0,1,2,1372804843,92623037
system,55,0,0,0,0,1,5,14,17,16,0,0,0,1,2,1372804844,92623038
system,2,0,0,0,0,0,0,1,1,8,24,0,0,1,2,1372804845,92623039
system,16,0,0,0,0,0,10,29,5,0,0,0,0,1,2,1372804846,92623040
system,17,0,0,0,0,0,11,5,5,15,0,0,0,1,2,1372804847,92623041
system,7,0,0,0,0,2,4,24,7,384,1988,1,1,2,2,1372804848,92623042
system,1,0,0,0,0,0,1,1,1,28,28,0,0,1,2,1372804849,92623043
system,2,0,0,0,0,1,1,2,3,16,0,0,0,1,2,1372804850,92623044
system,13,0,0,0,0,0,9,29,4,8,24,0,0,1,2,1372804851,92623045
system,4,0,0,0,0,1,2,2,4,0,0,0,0,1,2,1372804852,92623046
system,1,0,0,0,0,0,0,1,1,24,8,0,0,1,2,1372804853,92623047
system,50,0,0,0,0,1,5,12,16,8,24,0,0,1,2,1372804854,92623048
system,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1372804855,92623049
system,12,0,0,0,0,0,10,25,4,16,0,0,0,1,2,1372804856,92623050
system,29,0,0,0,0,3,11,8,9,8,24,0,0,1,2,1372804857,92623051
system,6,0,0,0,0,0,0,2,1,8,8,0,0,1,2,1372804858,92623052
system,2,0,0,0,0,0,1,2,2,432,1904,1,1,2,2,1372804859,92623053
system,15,0,0,0,0,2,0,4,5,8,24,0,0,1,2,1372804860,92623054
system,28,0,0,0,0,0,28,124,10,0,0,0,0,1,2,1372804861,92623055
system,5,0,0,0,0,0,5,82,3,16,0,0,0,1,2,1372804862,92623056
system,52,0,0,0,0,0,3,13,14,16,32,0,0,1,2,1372804863,92623057
system,48,0,0,0,0,0,4,11,13,0,0,0,0,1,2,1372804864,92623058
system,5,0,0,0,0,0,0,3,2,16,0,0,0,1,2,1372804865,92623059
system,9,0,0,0,0,0,8,17,3,8,24,0,0,1,2,1372804866,92623060
system,13,0,0,0,0,1,12,6,6,0,0,0,0,1,2,1372804867,92623061
system,2,0,0,0,0,0,0,1,1,24,8,0,0,1,2,1372804868,92623062
system,7,0,0,0,0,0,5,88,4,1216,2184,1,1,2,2,1372804869,92623063
system,6,0,0,0,0,0,0,3,2,0,0,0,0,1,2,1372804870,92623064
system,13,0,0,0,0,1,11,29,6,16,0,0,0,1,2,1372804871,92623065
system,7,0,0,0,0,1,1,4,3,8,24,0,0,1,2,1372804872,92623066
system,41,0,0,0,0,0,2,9,11,7,7,0,0,1,2,1372804873,92623067
system,49,0,0,0,0,1,5,12,15,16,0,0,0,1,2,1372804874,92623068
system,4,0,0,0,0,0,0,2,2,8,24,0,0,1,2,1372804875,92623069
system,10,0,0,0,0,0,10,24,3,0,0,0,0,1,2,1372804876,92623070
system,12,0,0,0,0,0,11,4,3,16,0,0,0,1,2,1372804877,92623071
system,1,0,0,0,0,0,0,0,1,16,32,0,0,1,2,1372804878,92623072
system,4,0,0,0,0,1,2,3,4,408,2028,1,1,2,2,1372804879,92623073
system,6,0,0,0,0,2,2,3,6,16,0,0,0,1,2,1372804880,92623074
system,15,0,0,0,0,0,12,42,5,8,24,0,0,1,2,1372804881,92623075
system,12,0,0,0,0,1,5,21,5,0,0,0,0,1,2,1372804882,92623076
system,9,0,0,0,0,0,0,2,3,24,8,0,0,1,2,1372804883,92623077
system,91,0,0,0,0,1,8,21,26,8,24,0,0,1,2,1372804884,92623078
system,4,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1372804885,92623079
system,55,0,0,0,0,1,11,26,17,16,0,0,0,1,2,1372804886,92623080
system,15,0,0,0,0,0,11,6,4,8,24,0,0,1,2,1372804887,92623081
system,2,0,0,0,0,0,0,2,1,8,8,0,0,1,2,1372804888,92623082
system,2,0,0,0,0,0,1,0,1,400,1804,1,1,2,2,1372804889,92623083
system,6,0,0,0,0,1,0,2,3,12,24,0,0,1,2,1372804890,92623084
system,23,0,0,0,0,0,23,91,8,4,0,0,0,1,2,1372804891,92623085
system,6,0,0,0,0,0,4,78,4,16,0,0,0,1,2,1372804892,92623086
system,23,0,0,0,0,3,5,31,9,16,32,0,0,1,2,1372804893,92623087
system,53,0,0,0,0,0,4,13,13,0,0,0,0,1,2,1372804894,92623088
system,1,0,0,0,0,0,0,3,1,16,0,0,0,1,2,1372804895,92623089
system,26,0,0,0,0,0,21,78,8,8,24,0,0,1,2,1372804896,92623090
system,11,0,0,0,0,0,11,5,3,0,0,0,0,1,2,1372804897,92623091
system,0,0,0,0,0,0,0,1,0,23,7,0,0,1,2,1372804898,92623092
system,8,0,0,0,0,0,4,87,5,124,856,1,1,2,2,1372804899,92623093
system,5,0,0,0,0,1,1,2,3,1081,1545,0,0,1,2,1372804900,92623094
system,8,0,0,0,0,0,0,1,2,7,7,0,0,1,2,1372804904,92623097
system,91,0,0,0,0,1,8,22,27,16,0,0,0,1,2,1372804905,92623098
system,6,0,0,0,0,0,3,14,2,8,24,0,0,1,2,1372804906,92623099
system,31,0,0,0,0,3,10,38,11,0,0,0,0,1,2,1372804907,92623100
system,12,0,0,0,0,0,11,4,3,16,0,0,0,1,2,1372804908,92623101
system,2,0,0,0,0,1,1,2,4,16,32,0,0,1,2,1372804909,92623102
system,43,0,0,0,0,0,4,10,12,0,0,0,0,1,2,1372804910,92623103
system,6,0,0,0,0,0,6,31,2,364,2024,1,1,2,2,1372804911,92623104
system,9,0,0,0,0,0,5,3,3,8,24,0,0,1,2,1372804912,92623105
system,10,0,0,0,0,3,6,17,9,0,0,0,0,1,2,1372804913,92623106
system,1,0,0,0,0,0,0,1,1,24,8,0,0,1,2,1372804914,92623107
system,50,0,0,0,0,1,5,12,15,8,24,0,0,1,2,1372804915,92623108
system,10,0,0,0,0,0,6,36,4,0,0,0,0,1,2,1372804916,92623109
system,10,0,0,0,0,2,8,9,7,16,0,0,0,1,2,1372804916,92623110
system,14,0,0,0,0,0,11,6,4,8,24,0,0,1,2,1372804917,92623111
system,8,0,0,0,0,1,1,3,4,8,8,0,0,1,2,1372804918,92623112
system,6,0,0,0,0,0,1,2,2,16,0,0,0,1,2,1372804919,92623113
system,5,0,0,0,0,0,4,32,3,384,1804,1,1,2,2,1372804920,92623114
system,8,0,0,0,0,0,8,82,3,0,0,0,0,1,2,1372804922,92623115
system,0,0,0,0,0,0,0,0,0,15,0,0,0,1,2,1372804923,92623116
system,6,0,0,0,0,0,0,4,2,16,32,0,0,1,2,1372804924,92623117
system,47,0,0,0,0,0,3,12,12,0,0,0,0,1,2,1372804925,92623118
system,52,0,0,0,0,0,8,36,14,15,0,0,0,1,2,1372804926,92623119
system,6,0,0,0,0,0,5,3,2,8,24,0,0,1,2,1372804927,92623120
system,17,0,0,0,0,0,11,7,5,0,0,0,0,1,2,1372804928,92623121
system,0,0,0,0,0,0,0,2,1,24,8,0,0,1,2,1372804929,92623122
system,24,0,0,0,0,3,7,98,10,8,24,0,0,1,2,1372804930,92623123
system,6,0,0,0,0,0,0,3,2,1148,2252,1,1,2,2,1372804931,92623124
system,23,0,0,0,0,0,22,81,7,16,0,0,0,1,2,1372804932,92623125
system,7,0,0,0,0,1,5,20,4,8,24,0,0,1,2,1372804933,92623126
system,15,0,0,0,0,0,0,3,5,8,8,0,0,1,2,1372804934,92623127
system,47,0,0,0,0,0,4,12,12,16,0,0,0,1,2,1372804935,92623128
system,6,0,0,0,0,0,1,6,2,8,24,0,0,1,2,1372804936,92623129
system,58,0,0,0,0,1,10,22,16,0,0,0,0,1,2,1372804937,92623130
system,12,0,0,0,0,0,11,4,4,16,0,0,0,1,2,1372804938,92623131
system,3,0,0,0,0,1,1,2,3,16,32,0,0,1,2,1372804939,92623132
system,4,0,0,0,0,0,1,1,2,0,0,0,0,1,2,1372804940,92623133
system,6,0,0,0,0,1,5,24,4,368,1896,1,1,2,2,1372804941,92623134
system,12,0,0,0,0,0,9,24,4,8,24,0,0,1,2,1372804942,92623135
system,9,0,0,0,0,1,2,3,5,0,0,0,0,1,2,1372804943,92623136
system,1,0,0,0,0,0,0,1,0,24,8,0,0,1,2,1372804944,92623137
system,50,0,0,0,0,1,5,12,16,8,24,0,0,1,2,1372804945,92623138
system,95,0,0,0,0,1,12,42,27,0,0,0,0,1,2,1372804946,92623139
system,7,0,0,0,0,1,6,5,5,16,0,0,0,1,2,1372804947,92623140
system,19,0,0,0,0,0,11,6,5,8,24,0,0,1,2,1372804948,92623141
system,2,0,0,0,0,0,0,1,1,8,8,0,0,1,2,1372804949,92623142
system,6,0,0,0,0,2,3,4,6,16,0,0,0,1,2,1372804950,92623143
system,9,0,0,0,0,1,7,37,6,136,1676,1,1,2,2,1372804951,92623144
system,54,0,0,0,0,0,9,17,14,304,276,0,0,1,2,1372804952,92623145
system,4,0,0,0,0,0,4,82,3,15,0,0,0,1,2,1372804953,92623146
system,3,0,0,0,0,0,0,2,1,16,32,0,0,1,2,1372804954,92623147
system,7,0,0,0,0,0,1,4,2,0,0,0,0,1,2,1372804955,92623148
system,51,0,0,0,0,0,7,95,16,16,0,0,0,1,2,1372804956,92623149
system,20,0,0,0,0,2,5,7,6,8,24,0,0,1,2,1372804957,92623150
system,11,0,0,0,0,0,11,5,4,0,0,0,0,1,2,1372804958,92623151
system,0,0,0,0,0,0,0,1,0,24,8,0,0,1,2,1372804959,92623152
system,5,0,0,0,0,0,1,3,2,8,24,0,0,1,2,1372804960,92623153
system,15,0,0,0,0,0,14,76,6,0,0,0,0,1,2,1372804961,92623154
system,9,0,0,0,0,0,4,39,2,0,0,0,0,1,2,1372804964,92623158
system,49,0,0,0,0,1,5,12,16,16,0,0,0,1,2,1372804965,92623159
system,69,0,0,0,0,3,3,16,19,8,24,0,0,1,2,1372804966,92623160
system,21,0,0,0,0,0,20,77,7,0,0,0,0,1,2,1372804967,92623161
system,12,0,0,0,0,0,11,4,3,24,8,0,0,1,2,1372804968,92623162
system,7,0,0,0,0,0,3,27,3,8,24,0,0,1,2,1372804969,92623163
system,5,0,0,0,0,0,1,2,2,0,0,0,0,1,2,1372804970,92623164
system,11,0,0,0,0,2,1,7,5,16,0,0,0,1,2,1372804971,92623165
system,11,0,0,0,0,0,7,12,3,572,2208,1,1,2,2,1372804972,92623166
system,4,0,0,0,0,1,2,2,4,8,8,0,0,1,2,1372804973,92623167
system,4,0,0,0,0,0,3,18,2,256,120,0,0,1,2,1372804974,92623168
system,2,0,0,0,0,0,1,1,1,8,24,0,0,1,2,1372804975,92623169
system,52,0,0,0,0,0,4,17,15,0,0,0,0,1,2,1372804976,92623170
system,9,0,0,0,0,0,8,16,4,15,0,0,0,1,2,1372804977,92623171
system,21,0,0,0,0,1,12,6,7,16,32,0,0,1,2,1372804978,92623172
system,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1372804979,92623173
system,5,0,0,0,0,1,2,3,4,16,0,0,0,1,2,1372804980,92623174
system,6,0,0,0,0,0,6,31,3,8,24,0,0,1,2,1372804981,92623175
system,51,0,0,0,0,2,10,14,17,412,1780,1,1,2,2,1372804982,92623176
system,4,0,0,0,0,0,4,79,4,24,8,0,0,1,2,1372804983,92623177
system,6,0,0,0,0,1,1,4,4,8,24,0,0,1,2,1372804984,92623178
system,44,0,0,0,0,0,4,10,12,0,0,0,0,1,2,1372804985,92623179
system,58,0,0,0,0,0,10,111,17,16,0,0,0,1,2,1372804986,92623180
system,12,0,0,0,0,1,6,9,4,8,24,0,0,1,2,1372804987,92623181
system,13,0,0,0,0,0,11,5,4,8,8,0,0,1,2,1372804988,92623182
system,4,0,0,0,0,0,0,2,2,16,0,0,0,1,2,1372804989,92623183
system,8,0,0,0,0,0,1,4,2,8,24,0,0,1,2,1372804990,92623184
system,4,0,0,0,0,0,3,22,2,0,0,0,0,1,2,1372804991,92623185
system,10,0,0,0,0,0,8,20,3,516,1944,1,1,2,2,1372804992,92623186
system,5,0,0,0,0,0,1,1,2,16,32,0,0,1,2,1372804993,92623187
system,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1372804994,92623188
system,1,0,0,0,0,0,1,1,1,16,0,0,0,1,2,1372804995,92623189
system,70,0,0,0,0,0,21,111,20,8,24,0,0,1,2,1372804996,92623190
system,7,0,0,0,0,1,6,4,4,0,0,0,0,1,2,1372804997,92623191
system,12,0,0,0,0,0,11,4,4,24,8,0,0,1,2,1372804998,92623192
system,1,0,0,0,0,0,0,1,0,8,24,0,0,1,2,1372804999,92623193
system,4,0,0,0,0,0,1,1,2,0,0,0,0,1,2,1372805000,92623194
system,10,0,0,0,0,1,5,28,4,16,0,0,0,1,2,1372805001,92623195
system,44,0,0,0,0,3,21,81,14,284,860,1,1,2,2,1372805002,92623196
system,5,0,0,0,0,0,4,18,2,892,1468,0,0,1,2,1372805003,92623197
system,1,0,0,0,0,0,0,0,0,15,0,0,0,1,2,1372805004,92623198
system,45,0,0,0,0,1,5,12,14,8,24,0,0,1,2,1372805005,92623199
system,55,0,0,0,0,0,4,17,15,0,0,0,0,1,2,1372805006,92623200
system,7,0,0,0,0,0,7,11,3,16,0,0,0,1,2,1372805007,92623201
system,17,0,0,0,0,1,12,7,6,16,32,0,0,1,2,1372805008,92623202
system,7,0,0,0,0,2,2,4,7,0,0,0,0,1,2,1372805009,92623203
system,8,0,0,0,0,1,2,3,4,16,0,0,0,1,2,1372805010,92623204
system,5,0,0,0,0,0,4,23,3,8,24,0,0,1,2,1372805011,92623205
system,15,0,0,0,0,1,10,28,6,0,0,0,0,1,2,1372805012,92623206
system,1,0,0,0,0,0,1,3,1,388,2000,1,1,2,2,1372805013,92623207
system,11,0,0,0,0,2,2,4,7,8,24,0,0,1,2,1372805014,92623208
system,2,0,0,0,0,0,1,3,1,0,0,0,0,1,2,1372805015,92623209
system,103,0,0,0,0,1,14,116,31,16,0,0,0,1,2,1372805016,92623210
system,8,0,0,0,0,0,8,78,4,8,24,0,0,1,2,1372805017,92623211
system,13,0,0,0,0,1,12,6,6,8,8,0,0,1,2,1372805018,92623212
system,42,0,0,0,0,0,3,12,12,16,0,0,0,1,2,1372805019,92623213
system,5,0,0,0,0,0,1,1,1,8,24,0,0,1,2,1372805020,92623214
system,9,0,0,0,0,0,6,49,4,0,0,0,0,1,2,1372805021,92623215
system,4,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1372805024,92623218
system,1,0,0,0,0,0,1,1,2,16,0,0,0,1,2,1372805025,92623219
system,104,0,0,0,0,0,10,49,27,8,24,0,0,1,2,1372805026,92623220
system,5,0,0,0,0,0,4,1,1,0,0,0,0,1,2,1372805027,92623221
system,11,0,0,0,0,0,10,3,2,23,7,0,0,1,2,1372805028,92623222
system,52,0,0,0,0,0,5,33,14,8,24,0,0,1,2,1372805029,92623223
system,6,0,0,0,0,0,1,1,4,0,0,0,0,1,2,1372805030,92623224
system,17,0,0,0,0,0,17,87,6,15,0,0,0,1,2,1372805031,92623225
system,9,0,0,0,0,0,5,4,2,8,24,0,0,1,2,1372805032,92623226
system,8,0,0,0,0,0,8,40,4,396,2128,1,1,2,2,1372805033,92623227
system,1,0,0,0,0,0,0,2,1,16,0,0,0,1,2,1372805034,92623228
system,2,0,0,0,0,0,1,1,1,8,24,0,0,1,2,1372805035,92623229
system,60,0,0,0,0,2,3,14,17,0,0,0,0,1,2,1372805036,92623230
system,22,0,0,0,0,0,22,86,7,16,0,0,0,1,2,1372805037,92623231
system,19,0,0,0,0,0,11,6,5,16,32,0,0,1,2,1372805038,92623232
system,16,0,0,0,0,3,0,4,6,0,0,0,0,1,2,1372805039,92623233
system,5,0,0,0,0,1,2,3,4,16,0,0,0,1,2,1372805040,92623234
system,1,0,0,0,0,0,1,7,1,8,24,0,0,1,2,1372805041,92623235
system,20,0,0,0,0,3,13,33,12,0,0,0,0,1,2,1372805042,92623236
system,1,0,0,0,0,0,1,1,1,448,2128,1,1,2,2,1372805043,92623237
system,12,0,0,0,0,2,5,23,8,8,24,0,0,1,2,1372805044,92623238
system,2,0,0,0,0,0,1,2,1,0,0,0,0,1,2,1372805045,92623239
system,92,0,0,0,0,1,8,25,26,16,0,0,0,1,2,1372805046,92623240
system,14,0,0,0,0,0,9,85,5,8,24,0,0,1,2,1372805047,92623241
system,15,0,0,0,0,1,12,7,7,8,8,0,0,1,2,1372805048,92623242
system,10,0,0,0,0,2,0,2,5,16,0,0,0,1,2,1372805049,92623243
system,15,0,0,0,0,1,6,88,7,8,24,0,0,1,2,1372805050,92623244
system,8,0,0,0,0,0,3,15,3,0,0,0,0,1,2,1372805051,92623245
system,8,0,0,0,0,0,6,7,2,16,0,0,0,1,2,1372805052,92623246
system,4,0,0,0,0,0,4,18,2,136,600,1,1,2,2,1372805053,92623247
system,0,0,0,0,0,0,0,1,1,460,1540,0,0,1,2,1372805054,92623248
system,43,0,0,0,0,0,4,10,12,16,0,0,0,1,2,1372805055,92623249
system,55,0,0,0,0,0,8,37,15,8,24,0,0,1,2,1372805056,92623250
system,5,0,0,0,0,0,5,2,2,0,0,0,0,1,2,1372805057,92623251
system,11,0,0,0,0,0,10,4,2,23,7,0,0,1,2,1372805058,92623252
system,1,0,0,0,0,0,0,0,1,8,24,0,0,1,2,1372805059,92623253
system,4,0,0,0,0,0,1,2,2,0,0,0,0,1,2,1372805060,92623254
system,3,0,0,0,0,0,3,22,2,16,0,0,0,1,2,1372805061,92623255
system,15,0,0,0,0,1,6,5,6,8,24,0,0,1,2,1372805062,92623256
system,4,0,0,0,0,0,3,15,2,8,8,0,0,1,2,1372805063,92623257
system,2,0,0,0,0,0,0,1,1,436,1960,1,1,2,2,1372805064,92623258
system,5,0,0,0,0,0,1,2,1,8,24,0,0,1,2,1372805065,92623259
system,66,0,0,0,0,1,22,108,20,0,0,0,0,1,2,1372805066,92623260
system,55,0,0,0,0,0,8,13,15,16,0,0,0,1,2,1372805067,92623261
system,15,0,0,0,0,0,11,5,4,16,32,0,0,1,2,1372805068,92623262
system,3,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1372805069,92623263
system,2,0,0,0,0,0,1,2,1,16,0,0,0,1,2,1372805070,92623264
system,7,0,0,0,0,0,6,37,4,8,24,0,0,1,2,1372805071,92623265
system,28,0,0,0,0,0,19,74,8,0,0,0,0,1,2,1372805072,92623266
system,5,0,0,0,0,0,5,83,4,24,8,0,0,1,2,1372805073,92623267
system,11,0,0,0,0,2,2,5,7,1236,2292,1,1,2,2,1372805074,92623268
system,19,0,0,0,0,4,2,6,9,0,0,0,0,1,2,1372805075,92623269
system,53,0,0,0,0,2,6,18,18,16,0,0,0,1,2,1372805076,92623270
system,7,0,0,0,0,0,7,12,2,8,24,0,0,1,2,1372805077,92623271
system,17,0,0,0,0,1,12,6,7,8,8,0,0,1,2,1372805078,92623272
system,7,0,0,0,0,2,1,3,5,16,0,0,0,1,2,1372805079,92623273
system,57,0,0,0,0,1,9,101,19,8,24,0,0,1,2,1372805080,92623274
system,1,0,0,0,0,0,1,5,1,0,0,0,0,1,2,1372805081,92623275
system,1,0,0,0,0,0,0,0,0,410,1968,1,1,2,2,1372805084,92623278
system,1,0,0,0,0,0,1,2,1,28,24,0,0,1,2,1372805085,92623279
system,57,0,0,0,0,0,10,46,15,0,0,0,0,1,2,1372805086,92623280
system,76,0,0,0,0,0,16,47,20,0,0,0,0,1,2,1372805087,92623281
system,8,0,0,0,0,0,7,3,3,32,32,0,0,1,2,1372805088,92623282
system,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1372805089,92623283
system,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1372805090,92623284
system,49,0,0,0,0,0,10,54,15,24,24,0,0,1,2,1372805091,92623285
system,9,0,0,0,0,0,5,5,2,0,0,0,0,1,2,1372805092,92623286
system,8,0,0,0,0,0,3,14,3,8,8,0,0,1,2,1372805093,92623287
system,3,0,0,0,0,1,1,2,3,440,1956,1,1,2,2,1372805094,92623288
system,2,0,0,0,0,0,1,2,1,4,0,0,0,1,2,1372805095,92623289
system,53,0,0,0,0,0,5,26,15,0,0,0,0,1,2,1372805096,92623290
system,9,0,0,0,0,0,9,4,3,24,24,0,0,1,2,1372805097,92623291
system,14,0,0,0,0,0,7,5,3,8,8,0,0,1,2,1372805098,92623292
system,1,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1372805099,92623293
system,13,0,0,0,0,2,1,3,5,24,24,0,0,1,2,1372805100,92623294
system,22,0,0,0,0,0,18,93,7,0,0,0,0,1,2,1372805101,92623295
system,5,0,0,0,0,0,5,4,3,0,0,0,0,1,2,1372805102,92623296
system,4,0,0,0,0,0,4,78,3,32,32,0,0,1,2,1372805103,92623297
system,11,0,0,0,0,0,5,29,3,100,532,1,1,2,2,1372805104,92623298
system,2,0,0,0,0,0,1,2,1,408,1500,0,0,1,2,1372805105,92623299
system,44,0,0,0,0,0,3,11,14,23,23,0,0,1,2,1372805106,92623300
system,74,0,0,0,0,0,29,96,21,0,0,0,0,1,2,1372805107,92623301
system,17,0,0,0,0,2,9,6,10,8,8,0,0,1,2,1372805108,92623302
system,0,0,0,0,0,0,0,0,0,23,23,0,0,1,2,1372805109,92623303
system,14,0,0,0,0,1,5,84,8,0,0,0,0,1,2,1372805110,92623304
system,19,0,0,0,0,4,2,9,9,0,0,0,0,1,2,1372805111,92623305
system,15,0,0,0,0,2,12,30,8,24,24,0,0,1,2,1372805112,92623306
system,1,0,0,0,0,0,1,1,1,8,8,0,0,1,2,1372805113,92623307
system,8,0,0,0,0,0,0,2,3,0,0,0,0,1,2,1372805114,92623308
system,3,0,0,0,0,1,2,2,4,1068,2364,1,1,2,2,1372805115,92623309
system,11,0,0,0,0,0,5,45,3,0,0,0,0,1,2,1372805116,92623310
system,58,0,0,0,0,0,15,26,16,0,0,0,0,1,2,1372805117,92623311
system,8,0,0,0,0,0,7,3,2,32,32,0,0,1,2,1372805118,92623312
system,3,0,0,0,0,1,1,2,4,0,0,0,0,1,2,1372805119,92623313
system,4,0,0,0,0,0,1,2,1,0,0,0,0,1,2,1372805120,92623314
system,52,0,0,0,0,0,9,41,15,24,24,0,0,1,2,1372805121,92623315
system,14,0,0,0,0,0,6,9,3,0,0,0,0,1,2,1372805122,92623316
system,5,0,0,0,0,0,4,18,2,8,8,0,0,1,2,1372805123,92623317
